title,company,location,salary,job_type,work_arrangement,date_posted,job_link,country,source,avg_salary,min_salary,max_salary,currency,cleaned_title,level,category
Solutions Architect (Cloud and Infrastructure),Morgan McKinley,Bangkok,,Full time,On-site,2025-05-05,https://th.jobsdb.com/job/83988359,TH,jobsdbth,,,,,solutions architect cloud infrastructure,,Infra & System
Software Solution Architect - Online Charging Service,Huawei Technologies,"Huai Khwang, Bangkok",,Full time,On-site,2025-05-07,https://th.jobsdb.com/job/84046280,TH,jobsdbth,,,,,software solution architect - online charging service,,Infra & System
People Help Desk Team Lead (Bangkok-based/relocation provided),Agoda,Bangkok,,Full time,Hybrid,2024-10-04,https://th.jobsdb.com/job/79310217,TH,jobsdbth,,,,,people help desk team lead -/,Manager,Other
Senior Python Engineer,PRTR Recruitment,Bangkok,,Full time,Remote,2025-05-06,https://th.jobsdb.com/job/84017471,TH,jobsdbth,,,,,senior python engineer,Senior,Software/Web Development
Account Manager/Sales - IT Solution Business (ID: 659792),Persolkelly,Bangkok Metropolitan Region,"฿30,000 – ฿45,000 per month",Full time,Hybrid,2025-05-14,https://th.jobsdb.com/job/84221451,TH,jobsdbth,37500,30000,45000,THB,account manager/sales - it solution business id 659792,Manager,Sales / Technical Sales
Software Solution Architect (Fluent English) / Bangkok / 150K,Connect Energy Services,Bangkok,,Full time,On-site,2025-04-29,https://th.jobsdb.com/job/83873356,TH,jobsdbth,,,,,software solution architect fluent / / 150k,,Infra & System
"Senior Associate, Cyber Security Customer Success (Technical Account Manager)",True Corporation,Bangkok,,Full time,Hybrid,2025-05-13,https://th.jobsdb.com/job/84180911,TH,jobsdbth,,,,,senior associate cyber security customer success technical account manager,Senior,Cybersecurity
Solutions Architect (English Speaking),TTB Bank,Bangkok,,Full time,On-site,2025-05-08,https://th.jobsdb.com/job/84092079,TH,jobsdbth,,,,,solutions architect,,IT Consulting & Solutions
Transmission Product Manager (Enterprise Business),Huawei Technologies,"Huai Khwang, Bangkok",,Full time,On-site,2025-04-30,https://th.jobsdb.com/job/83920290,TH,jobsdbth,,,,,transmission product manager enterprise business,Manager,Project & Product Management
SAP BA - Digital Manufacturing,HCLTech,Bangkok Metropolitan Region,,Full time,Hybrid,2025-05-09,https://th.jobsdb.com/job/84121442,TH,jobsdbth,,,,,sap ba - digital manufacturing,,SAP / ERP
"SAP (BA, Concur,  FI/CO, EPPM, TR/CM, PS,MDG, Project System/Manager etc.)",Infinite Computing Systems,Bangkok,"฿133,333 – ฿200,000 per month",Contract/Temp,Hybrid,2025-05-08,https://th.jobsdb.com/job/84090957,TH,jobsdbth,166666,133333,200000,THB,sap ba concur fi/co eppm tr/cm psmdg project system/manager etc.,Manager,SAP / ERP
Security Architecture & System Integration Expert (DevSecOps),Siam Commercial Bank,Bangkok,,Full time,Hybrid,2025-05-08,https://th.jobsdb.com/job/84078168,TH,jobsdbth,,,,,security architecture system integration expert devsecops,,Cybersecurity
"Mendix Developer, Makro Head Office",Siam Makro,"Suan Luang, Bangkok",,Full time,Hybrid,2025-04-29,https://th.jobsdb.com/job/83889743,TH,jobsdbth,,,,,mendix developer makro head office,Manager,Software/Web Development
IT Support (Chinese Speaking).,,Bangkok,,Full time,On-site,2025-05-16,https://th.jobsdb.com/job/84205114,TH,jobsdbth,,,,,it support chinese .,,Infra & System
Senior Salesforce Developer,CardX,Bangkok,,Full time,Hybrid,2025-05-09,https://th.jobsdb.com/job/84121426,TH,jobsdbth,,,,,senior salesforce developer,Senior,Software/Web Development
Software Implementer/ผู้ฝึกสอนซอฟต์แวร์,"Zigma World Tech Co., Ltd.","Bang Na, Bangkok","฿25,000 – ฿34,999 per month",Full time,Remote,2025-04-28,https://th.jobsdb.com/job/83851646,TH,jobsdbth,29999,25000,34999,THB,software implementer/ผฝกสอนซอฟตแวร,,Software/Web Development
"ETL Developer (Bangkok Based, Relocation Provided)",Agoda,Bangkok,,Full time,Hybrid,2024-09-24,https://th.jobsdb.com/job/79065441,TH,jobsdbth,,,,,etl developer,,Data & Analytics
Tech Lead (Retail and Automotive Lending),TTB Bank,Bangkok,,Full time,On-site,2025-05-08,https://th.jobsdb.com/job/84092039,TH,jobsdbth,,,,,tech lead retail automotive lending,Manager,Other
"Senior Security SA, Thailand, Security SA, APJ",Amazon Web Services,Bangkok,,Full time,Hybrid,2025-05-19,https://th.jobsdb.com/job/84326818,TH,jobsdbth,,,,,senior security sa security sa apj,Senior,Cybersecurity
Cybersecurity Compliance Team Leader,"Datafarm Co., Ltd.",Bangkok,,Full time,Hybrid,2025-05-10,https://th.jobsdb.com/job/84136842,TH,jobsdbth,,,,,cybersecurity compliance team leader,Manager,Cybersecurity
Staff Software Engineer – Front End (Bangkok based – Relocation provided),Agoda,Bangkok,,Full time,Hybrid,2024-07-05,https://th.jobsdb.com/job/77092702,TH,jobsdbth,,,,,staff software engineer front end,,Software/Web Development
Data Administration & Loading Automation Manager,Accor,Bangkok,,Full time,Hybrid,2025-04-10,https://th.jobsdb.com/job/83448719,TH,jobsdbth,,,,,data administration loading automation manager,Manager,Data & Analytics
KD Implementation Specialist (Chinese speaking),"Aion Automobile Sales (Thailand) Co., Ltd.","Sathon, Bangkok",,Full time,On-site,2025-05-09,https://th.jobsdb.com/job/84112452,TH,jobsdbth,,,,,kd implementation specialist chinese,,Other
MES Engineer (Good English),PRTR Recruitment,"Bang Pakong, Chachoengsao",,Full time,Hybrid,2025-05-13,https://th.jobsdb.com/job/84184004,TH,jobsdbth,,,,,mes engineer good,,Other
DevSecOps Lead,Ancor Thailand,Bangkok,,Full time,Hybrid,2025-05-09,https://th.jobsdb.com/job/84110685,TH,jobsdbth,,,,,devsecops lead,Manager,Cloud & Devops
Senior  Jewellery CAD design,,"Prawet, Bangkok",,Full time,On-site,2025-05-08,https://th.jobsdb.com/job/84087829,TH,jobsdbth,,,,,senior jewellery cad design,Senior,Other
"Senior Project Manager – Fintech & Business Initiatives (Bangkok Based,",Agoda,Bangkok,,Full time,Hybrid,2024-06-01,https://th.jobsdb.com/job/76302780,TH,jobsdbth,,,,,senior project manager fintech business initiatives,Senior,Project & Product Management
Senior DevOps (Crypto Business),,"Phra Khanong, Bangkok",,Full time,Hybrid,2025-05-16,https://th.jobsdb.com/job/84276504,TH,jobsdbth,,,,,senior devops crypto business,Senior,Cloud & Devops
"Analyst/Senior Analyst (Analytics, Bangkok-based, Relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-07-01,https://th.jobsdb.com/job/76979919,TH,jobsdbth,,,,,analyst/senior analyst analytics -,Senior,Data & Analytics
Technical Lead (Java & React Js/Angular Js),ATA IT,"Sathon, Bangkok",,Full time,Hybrid,2025-04-28,https://th.jobsdb.com/job/83847111,TH,jobsdbth,,,,,technical lead java react js/angular js,Manager,Software/Web Development
"Senior Presales Engineer (Cyber Security, Software, Cloud Solution Architect)",Turnkey Communication Services,Bangkok,,Full time,On-site,2025-05-18,https://th.jobsdb.com/job/84298616,TH,jobsdbth,,,,,senior presales engineer cyber security software cloud solution architect,Senior,Cybersecurity
Senior DevOps Engineer,Cathcart Associates,Bangkok,"฿80,000 – ฿110,000 per month",Full time,Hybrid,2025-05-07,https://th.jobsdb.com/job/84057864,TH,jobsdbth,95000,80000,110000,THB,senior devops engineer,Senior,Cloud & Devops
Senior Solution Architect,IBM Digital Talent for Business,Bangkok,,Full time,Hybrid,2025-04-29,https://th.jobsdb.com/job/83890638,TH,jobsdbth,,,,,senior solution architect,Senior,Infra & System
Software Development Manager (Java/.NET),Cathcart Associates,Bangkok,"฿80,000 – ฿100,000 per month",Full time,On-site,2025-04-28,https://th.jobsdb.com/job/83864526,TH,jobsdbth,90000,80000,100000,THB,software development manager java/.net,Manager,Software/Web Development
Project Coordinator (Thai-Chinese Speaking),KEX Express,"Pathum Wan, Bangkok",,Full time,On-site,2025-04-29,https://th.jobsdb.com/job/83877431,TH,jobsdbth,,,,,project coordinator -chinese,,Project & Product Management
Application Service Supervisor (SAP MM/WM and PP),Private Advertiser,"Mueang Samut Prakan, Samut Prakan",,Full time,On-site,2025-05-08,https://th.jobsdb.com/job/84090730,TH,jobsdbth,,,,,application service supervisor sap mm/wm pp,,SAP / ERP
DevOps Engineer,"Cryptomind Asset Co., Ltd.",Bangkok,,Full time,Hybrid,2025-05-09,https://th.jobsdb.com/job/84029025,TH,jobsdbth,,,,,devops engineer,,Cloud & Devops
Presale Consultant – Telecom & CPaaS,HRnet One,Bangkok,,Full time,On-site,2025-05-08,https://th.jobsdb.com/job/84092400,TH,jobsdbth,,,,,presale consultant telecom cpaas,,IT Consulting & Solutions
"Senior System Engineer, Corporate IT",Garena,"Din Daeng, Bangkok",,Full time,On-site,2025-05-08,https://th.jobsdb.com/job/84082670,TH,jobsdbth,,,,,senior system engineer corporate it,Senior,Infra & System
System Engineering Manager,,Bangkok Metropolitan Region,"฿60,000 – ฿85,000 per month",Full time,On-site,2025-04-23,https://th.jobsdb.com/job/83757528,TH,jobsdbth,72500,60000,85000,THB,system engineering manager,Manager,Infra & System
"Analyst/ Senior Analyst (Bangkok Based, relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215805,TH,jobsdbth,,,,,analyst/ senior analyst,Senior,Data & Analytics
"Business Intelligence Developer (Bangkok Based, Relocation Provided)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215729,TH,jobsdbth,,,,,business intelligence developer,,Data & Analytics
Enterprise Architecture - Software Application Domain,TTB Bank,Bangkok,,Full time,On-site,2025-05-06,https://th.jobsdb.com/job/84030501,TH,jobsdbth,,,,,enterprise architecture - software application domain,,Software/Web Development
Technical Consultant (Java),Cathcart Associates,Bangkok,"฿80,000 – ฿110,000 per month",Full time,On-site,2025-05-08,https://th.jobsdb.com/job/84090426,TH,jobsdbth,95000,80000,110000,THB,technical consultant java,,IT Consulting & Solutions
IT Security Infrastructure,JAC Recruitment,Chon Buri,"฿40,000 – ฿45,000 per month",Full time,On-site,2025-04-29,https://th.jobsdb.com/job/83892103,TH,jobsdbth,42500,40000,45000,THB,it security infrastructure,,Cybersecurity
Software Tech Lead (Oracle),JAC Recruitment,Bangkok,"฿150,000 – ฿180,000 per month",Full time,On-site,2025-04-28,https://th.jobsdb.com/job/83861404,TH,jobsdbth,165000,150000,180000,THB,software tech lead oracle,Manager,Software/Web Development
"SQL Developer (Bangkok Based, Relocation Provided)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215875,TH,jobsdbth,,,,,sql developer,,Software/Web Development
*URGENT*Senior Software Developer - BTS Asok (ID: 675208),Persolkelly,Bangkok,,Full time,On-site,2025-05-16,https://th.jobsdb.com/job/84282121,TH,jobsdbth,,,,,urgentsenior software developer - bts id 675208,Senior,Software/Web Development
Cloud Solution Architect,Accor,Bangkok,,Full time,Hybrid,2025-05-03,https://th.jobsdb.com/job/83975462,TH,jobsdbth,,,,,cloud solution architect,,Infra & System
"ETL Developer (Bangkok Based, Relocation Provided)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215742,TH,jobsdbth,,,,,etl developer,,Data & Analytics
Solutions Engineer (Custom Development – Web & Mobile Apps),PRTR Recruitment,"Huai Khwang, Bangkok",,Full time,Hybrid,2025-05-08,https://th.jobsdb.com/job/84076767,TH,jobsdbth,,,,,solutions engineer custom development web mobile apps,,Software/Web Development
SAP Delivery Lead,Fujitsu,Bangkok,,Full time,Hybrid,2025-04-29,https://th.jobsdb.com/job/83878864,TH,jobsdbth,,,,,sap delivery lead,Manager,SAP / ERP
Senior Application Developer,G-Able,Bangkok,,Full time,Hybrid,2025-05-07,https://th.jobsdb.com/job/84048041,TH,jobsdbth,,,,,senior application developer,Senior,Software/Web Development
"Manager – Data & Analytics (Bangkok based, Relocation provided)",Agoda,Bangkok,,Full time,Hybrid,2024-10-01,https://th.jobsdb.com/job/79215773,TH,jobsdbth,,,,,manager data analytics,Manager,Data & Analytics
Workforce Management ผู้บริหารจัดการกำลังคน,Skillpower,Bangkok,,Full time,Hybrid,2025-04-28,https://th.jobsdb.com/job/83861412,TH,jobsdbth,,,,,workforce management ผบรหารจดการกำลงคน,,Other
SOC Use Case Development Manager (Cyber Security Engineer),True Corporation,Bangkok,,Full time,Hybrid,2025-04-28,https://th.jobsdb.com/job/83848380,TH,jobsdbth,,,,,soc use case development manager cyber security engineer,Manager,Cybersecurity
"Data Center Technician, Third-Party Data Center (Thai, English)",Google,Bangkok,,Full time,On-site,2024-08-21,https://th.jobsdb.com/job/78293963,TH,jobsdbth,,,,,data center technician third-party data center,,Data & Analytics
SAP S4HANA Transformation Consultant on site BTS Ari 6 positions,Vanness Plus Consulting,Bangkok,"฿45,000 – ฿52,000 per month",Contract/Temp,On-site,2025-05-12,https://th.jobsdb.com/job/84166131,TH,jobsdbth,48500,45000,52000,THB,sap s4hana transformation consultant site bts ari 6 positions,,SAP / ERP
SAP Presales Manager,BTI Executive Search,Bangkok,"฿100,000 – ฿150,000 per month",Full time,On-site,2025-05-15,https://th.jobsdb.com/job/84247215,TH,jobsdbth,125000,100000,150000,THB,sap presales manager,Manager,SAP / ERP
Product Operations Analyst (Non-Property Content) – 6 months contract,Agoda,Bangkok,,Full time,Hybrid,2024-09-12,https://th.jobsdb.com/job/78797036,TH,jobsdbth,,,,,product operations analyst non-property content 6,,Data & Analytics
